Denial, Revisited\The Offspring\Conspiracy Of One\The_Offspring/2000 Conspiracy Of One/11-Denial, Revisited.mp3
Faithfully\Journey\Greatest Hits\Journey/Greatest Hits/04.-Faithfully.mp3
Confetti\Sia\This is Acting (Deluxe Edition)\Sia/This Is Acting (Deluxe Edition)/15. Confetti.mp3
Fire Meet Gasoline\Sia\1000 Forms of Fear\Sia/1000 Forms of Fear/10 Fire Meet Gasoline.mp3
Unkillable Monster\Marilyn Manson\The High End Of Low\Marilyn_Manson/[2009] The High End Of Low (Deluxe Edition)/11 - Unkillable Monster.mp3
Unkillable Monster\Marilyn Manson\The High End Of Low\Marilyn_Manson/[2009] The High End Of Low (Deluxe Edition)/11 - Unkillable Monster.mp3
